company,window,num,rank,family,macro,klass,weight
bloomberg,six-months,120,169,dp-grid,dp,core,1.0
bloomberg,six-months,124,170,dp-tree,dp,core,1.0
bloomberg,six-months,131,171,backtracking,backtracking,core,1.0
bloomberg,six-months,135,172,greedy,greedy,periph,1.0
bloomberg,six-months,141,173,fast-slow,two-pointers,periph,1.0
bloomberg,six-months,142,174,fast-slow,two-pointers,periph,1.0
bloomberg,six-months,151,175,string-other,string,periph,1.0
bloomberg,six-months,153,176,binary-search,binary-search,periph,1.0
bloomberg,six-months,176,177,sql,sql,trivial,1.0
bloomberg,six-months,181,178,sql,sql,trivial,1.0
bloomberg,six-months,202,179,hashing,hashing,periph,1.0
bloomberg,six-months,206,180,linked-list,linked-list,periph,1.0
bloomberg,six-months,209,181,sliding-window,sliding-window,periph,1.0
bloomberg,six-months,210,182,topo-sort,graph-search,core,1.0
bloomberg,six-months,213,183,dp-linear,dp,core,1.0
bloomberg,six-months,227,184,pairing-stack,stack,periph,1.0
bloomberg,six-months,228,185,two-pointers,two-pointers,periph,1.0
bloomberg,six-months,231,186,math-bit,math-bit,periph,1.0
bloomberg,six-months,233,187,dp-digit,dp,core,1.0
bloomberg,six-months,237,188,linked-list,linked-list,periph,1.0
bloomberg,six-months,278,189,binary-search,binary-search,periph,1.0
bloomberg,six-months,314,190,bfs,graph-search,core,1.0
bloomberg,six-months,326,191,math-bit,math-bit,periph,1.0
bloomberg,six-months,345,192,two-pointers,two-pointers,periph,1.0
bloomberg,six-months,390,193,math-bit,math-bit,periph,1.0
bloomberg,six-months,416,194,dp-knapsack,dp,core,1.0
bloomberg,six-months,450,195,bst,tree,periph,1.0
bloomberg,six-months,493,196,binary-search,binary-search,periph,1.0
bloomberg,six-months,503,197,monotonic-stack,stack,periph,1.0
bloomberg,six-months,509,198,dp-linear,dp,core,1.0
bloomberg,six-months,567,199,sliding-window,sliding-window,periph,1.0
bloomberg,six-months,645,200,hashing,hashing,periph,1.0
bloomberg,thirty-days,5,1,string-other,string,periph,1.0
bloomberg,thirty-days,42,2,monotonic-stack,stack,periph,1.0
bloomberg,thirty-days,125,3,two-pointers,two-pointers,periph,1.0
bloomberg,thirty-days,394,4,pairing-stack,stack,periph,1.0
bloomberg,thirty-days,1752,5,two-pointers,two-pointers,periph,1.0
bloomberg,thirty-days,1,6,hashing,hashing,periph,1.0
bloomberg,thirty-days,2,7,linked-list,linked-list,periph,1.0
bloomberg,thirty-days,3,8,sliding-window,sliding-window,periph,1.0
bloomberg,thirty-days,11,9,two-pointers,two-pointers,periph,1.0
bloomberg,thirty-days,14,10,string-other,string,periph,1.0
bloomberg,thirty-days,20,11,pairing-stack,stack,periph,1.0
bloomberg,thirty-days,31,12,two-pointers,two-pointers,periph,1.0
bloomberg,thirty-days,49,13,hashing,hashing,periph,1.0
bloomberg,thirty-days,33,14,binary-search,binary-search,periph,1.0
bloomberg,thirty-days,70,15,dp-linear,dp,core,1.0
bloomberg,thirty-days,83,16,linked-list,linked-list,periph,1.0
bloomberg,thirty-days,121,17,dp-linear,dp,core,1.0
bloomberg,thirty-days,169,18,hashing,hashing,periph,1.0
bloomberg,thirty-days,200,19,dfs-flood,graph-search,periph,1.0
bloomberg,thirty-days,239,20,monotonic-stack,stack,periph,1.0
bloomberg,thirty-days,322,21,dp-knapsack,dp,core,1.0
bloomberg,thirty-days,380,22,design,design,periph,1.0
bloomberg,thirty-days,525,23,prefix-sum,prefix-sum,periph,1.0
bloomberg,thirty-days,645,24,hashing,hashing,periph,1.0
bloomberg,thirty-days,933,25,design,design,periph,1.0
bloomberg,thirty-days,994,26,bfs,graph-search,core,1.0
bloomberg,thirty-days,1235,27,dp-interval,dp,core,1.0
bloomberg,thirty-days,1502,28,trivial,trivial,trivial,1.0
bloomberg,thirty-days,1929,29,trivial,trivial,trivial,1.0
google,three-months,1,1,hashing,hashing,periph,1.0
google,three-months,2,2,linked-list,linked-list,periph,1.0
google,three-months,9,3,math-bit,math-bit,periph,1.0
google,three-months,3,4,sliding-window,sliding-window,periph,1.0
google,three-months,14,5,string-other,string,periph,1.0
google,three-months,15,6,two-pointers,two-pointers,periph,1.0
google,three-months,121,7,dp-linear,dp,core,1.0
google,three-months,1929,8,trivial,trivial,trivial,1.0
google,three-months,4,9,binary-search,binary-search,periph,1.0
google,three-months,88,10,two-pointers,two-pointers,periph,1.0
google,three-months,175,11,sql,sql,trivial,1.0
google,three-months,5,12,string-other,string,periph,1.0
google,three-months,56,13,merge-intervals,intervals,periph,1.0
google,three-months,13,14,string-other,string,periph,1.0
google,three-months,128,15,hashing,hashing,periph,1.0
google,three-months,347,16,heap-topk,heap-select,periph,1.0
google,three-months,2667,17,trivial,trivial,trivial,1.0
google,three-months,26,18,two-pointers,two-pointers,periph,1.0
google,three-months,560,19,prefix-sum,prefix-sum,periph,1.0
google,three-months,11,20,two-pointers,two-pointers,periph,1.0
google,three-months,20,21,pairing-stack,stack,periph,1.0
google,three-months,42,22,monotonic-stack,stack,periph,1.0
google,three-months,200,23,dfs-flood,graph-search,periph,1.0
google,three-months,53,24,dp-linear,dp,core,1.0
google,three-months,33,25,binary-search,binary-search,periph,1.0
google,three-months,169,26,hashing,hashing,periph,1.0
google,three-months,242,27,hashing,hashing,periph,1.0
google,three-months,21,28,linked-list,linked-list,periph,1.0
google,three-months,54,29,matrix-sim,matrix-sim,periph,1.0
google,three-months,146,30,design,design,periph,1.0
google,three-months,206,31,linked-list,linked-list,periph,1.0
google,three-months,253,32,diff-array,intervals,periph,1.0
google,three-months,349,33,hashing,hashing,periph,1.0
google,three-months,875,34,binary-search,binary-search,periph,1.0
google,three-months,7,35,math-bit,math-bit,periph,1.0
google,three-months,17,36,backtracking,backtracking,core,1.0
google,three-months,49,37,hashing,hashing,periph,1.0
google,three-months,75,38,dutch-flag,two-pointers,periph,1.0
google,three-months,300,39,dp-linear,dp,core,1.0
google,three-months,1757,40,sql,sql,trivial,1.0
google,three-months,1768,41,string-other,string,periph,1.0
google,three-months,55,42,greedy,greedy,periph,1.0
google,three-months,217,43,hashing,hashing,periph,1.0
google,three-months,238,44,prefix-sum,prefix-sum,periph,1.0
google,three-months,28,45,string-matching,string,periph,1.0
google,three-months,100,46,tree-traversal,tree,core,1.0
google,three-months,125,47,two-pointers,two-pointers,periph,1.0
google,three-months,202,48,hashing,hashing,periph,1.0
google,three-months,204,49,number-theory,math-bit,periph,1.0
google,three-months,207,50,topo-sort,graph-search,core,1.0
google,three-months,215,51,heap-topk,heap-select,periph,1.0
google,three-months,231,52,math-bit,math-bit,periph,1.0
google,three-months,344,53,two-pointers,two-pointers,periph,1.0
google,three-months,354,54,binary-search,binary-search,periph,1.0
google,three-months,503,55,monotonic-stack,stack,periph,1.0
google,three-months,876,56,fast-slow,two-pointers,periph,1.0
google,three-months,1502,57,trivial,trivial,trivial,1.0
google,three-months,18,58,two-pointers,two-pointers,periph,1.0
google,three-months,22,59,backtracking,backtracking,core,1.0
google,three-months,27,60,two-pointers,two-pointers,periph,1.0
google,three-months,31,61,two-pointers,two-pointers,periph,1.0
google,three-months,34,62,binary-search,binary-search,periph,1.0
google,three-months,46,63,backtracking,backtracking,core,1.0
google,three-months,48,64,matrix-sim,matrix-sim,periph,1.0
google,three-months,67,65,math-bit,math-bit,periph,1.0
google,three-months,118,66,dp-linear,dp,core,1.0
google,three-months,152,67,dp-linear,dp,core,1.0
google,three-months,155,68,design,design,periph,1.0
google,three-months,198,69,dp-linear,dp,core,1.0
google,three-months,283,70,two-pointers,two-pointers,periph,1.0
google,three-months,322,71,dp-knapsack,dp,core,1.0
google,three-months,345,72,two-pointers,two-pointers,periph,1.0
google,three-months,394,73,pairing-stack,stack,periph,1.0
google,three-months,424,74,sliding-window,sliding-window,periph,1.0
google,three-months,485,75,sliding-window,sliding-window,periph,1.0
google,three-months,704,76,binary-search,binary-search,periph,1.0
google,three-months,739,77,monotonic-stack,stack,periph,1.0
google,three-months,777,78,two-pointers,two-pointers,periph,1.0
google,three-months,994,79,bfs,graph-search,core,1.0
google,three-months,1004,80,sliding-window,sliding-window,periph,1.0
google,three-months,2235,81,trivial,trivial,trivial,1.0
google,three-months,6,82,string-other,string,periph,1.0
google,three-months,25,83,linked-list,linked-list,periph,1.0
google,three-months,29,84,math-bit,math-bit,periph,1.0
google,three-months,35,85,binary-search,binary-search,periph,1.0
google,three-months,39,86,backtracking,backtracking,core,1.0
google,three-months,51,87,backtracking,backtracking,core,1.0
google,three-months,74,88,binary-search,binary-search,periph,1.0
google,three-months,151,89,string-other,string,periph,1.0
google,three-months,189,90,two-pointers,two-pointers,periph,1.0
google,three-months,240,91,binary-search,binary-search,periph,1.0
google,three-months,295,92,heap-topk,heap-select,periph,1.0
google,three-months,359,93,design,design,periph,1.0
google,three-months,496,94,monotonic-stack,stack,periph,1.0
google,three-months,509,95,dp-linear,dp,core,1.0
google,three-months,645,96,hashing,hashing,periph,1.0
google,three-months,1148,97,sql,sql,trivial,1.0
google,three-months,1944,98,monotonic-stack,stack,periph,1.0
google,three-months,2657,99,prefix-sum,prefix-sum,periph,1.0
google,three-months,3225,100,dp-grid,dp,core,1.0
google,three-months,8,101,string-other,string,periph,1.0
google,three-months,10,102,dp-grid,dp,core,1.0
google,three-months,12,103,string-other,string,periph,1.0
google,three-months,58,104,string-other,string,periph,1.0
google,three-months,61,105,linked-list,linked-list,periph,1.0
google,three-months,62,106,dp-grid,dp,core,1.0
google,three-months,68,107,string-other,string,periph,1.0
google,three-months,69,108,binary-search,binary-search,periph,1.0
google,three-months,70,109,dp-linear,dp,core,1.0
google,three-months,83,110,linked-list,linked-list,periph,1.0
google,three-months,130,111,dfs-flood,graph-search,periph,1.0
google,three-months,162,112,binary-search,binary-search,periph,1.0
google,three-months,168,113,math-bit,math-bit,periph,1.0
google,three-months,239,114,monotonic-stack,stack,periph,1.0
google,three-months,329,115,dp-grid,dp,core,1.0
google,three-months,383,116,hashing,hashing,periph,1.0
google,three-months,410,117,binary-search,binary-search,periph,1.0
google,three-months,416,118,dp-knapsack,dp,core,1.0
google,three-months,540,119,binary-search,binary-search,periph,1.0
google,three-months,595,120,sql,sql,trivial,1.0
google,three-months,621,121,greedy,greedy,periph,1.0
google,three-months,643,122,sliding-window,sliding-window,periph,1.0
google,three-months,815,123,bfs,graph-search,core,1.0
google,three-months,912,124,heap-topk,heap-select,periph,1.0
google,three-months,977,125,two-pointers,two-pointers,periph,1.0
google,three-months,1011,126,binary-search,binary-search,periph,1.0
google,three-months,1470,127,trivial,trivial,trivial,1.0
google,three-months,1480,128,prefix-sum,prefix-sum,periph,1.0
google,three-months,1722,129,union-find,graph-search,periph,1.0
google,three-months,3481,130,string-other,string,periph,1.0
google,three-months,3742,131,dp-grid,dp,core,1.0
google,three-months,32,132,pairing-stack,stack,periph,1.0
google,three-months,41,133,hashing,hashing,periph,1.0
google,three-months,66,134,math-bit,math-bit,periph,1.0
google,three-months,72,135,dp-grid,dp,core,1.0
google,three-months,73,136,matrix-sim,matrix-sim,periph,1.0
google,three-months,78,137,backtracking,backtracking,core,1.0
google,three-months,80,138,two-pointers,two-pointers,periph,1.0
google,three-months,85,139,monotonic-stack,stack,periph,1.0
google,three-months,102,140,bfs,graph-search,core,1.0
google,three-months,103,141,bfs,graph-search,core,1.0
google,three-months,109,142,tree-construct,tree,periph,1.0
google,three-months,138,143,linked-list,linked-list,periph,1.0
google,three-months,139,144,dp-linear,dp,core,1.0
google,three-months,141,145,fast-slow,two-pointers,periph,1.0
google,three-months,167,146,two-pointers,two-pointers,periph,1.0
google,three-months,179,147,greedy,greedy,periph,1.0
google,three-months,197,148,sql,sql,trivial,1.0
google,three-months,224,149,pairing-stack,stack,periph,1.0
google,three-months,226,150,tree-traversal,tree,core,1.0
google,three-months,232,151,design,design,periph,1.0
google,three-months,258,152,math-bit,math-bit,periph,1.0
google,three-months,287,153,fast-slow,two-pointers,periph,1.0
google,three-months,328,154,linked-list,linked-list,periph,1.0
google,three-months,448,155,hashing,hashing,periph,1.0
google,three-months,494,156,dp-knapsack,dp,core,1.0
google,three-months,518,157,dp-knapsack,dp,core,1.0
google,three-months,642,158,trie,tree,periph,1.0
google,three-months,662,159,bfs,graph-search,core,1.0
google,three-months,735,160,pairing-stack,stack,periph,1.0
google,three-months,746,161,dp-linear,dp,core,1.0
google,three-months,787,162,bellman-ford,graph-search,core,1.0
google,three-months,796,163,string-other,string,periph,1.0
google,three-months,834,164,dp-tree,dp,core,1.0
google,three-months,907,165,monotonic-stack,stack,periph,1.0
google,three-months,1094,166,diff-array,intervals,periph,1.0
google,three-months,1101,167,union-find,graph-search,periph,1.0
google,three-months,1539,168,binary-search,binary-search,periph,1.0
google,three-months,1581,169,sql,sql,trivial,1.0
google,three-months,1727,170,greedy,greedy,periph,1.0
google,three-months,1922,171,math-bit,math-bit,periph,1.0
google,three-months,2619,172,trivial,trivial,trivial,1.0
google,three-months,2965,173,hashing,hashing,periph,1.0
google,three-months,3043,174,trie,tree,periph,1.0
google,three-months,3121,175,string-other,string,periph,1.0
google,three-months,3161,176,binary-search,binary-search,periph,1.0
google,three-months,3474,177,greedy,greedy,periph,1.0
google,three-months,3660,178,dp-linear,dp,core,1.0
google,three-months,16,179,two-pointers,two-pointers,periph,1.0
google,three-months,19,180,fast-slow,two-pointers,periph,1.0
google,three-months,24,181,linked-list,linked-list,periph,1.0
google,three-months,30,182,sliding-window,sliding-window,periph,1.0
google,three-months,36,183,hashing,hashing,periph,1.0
google,three-months,43,184,string-other,string,periph,1.0
google,three-months,44,185,dp-grid,dp,core,1.0
google,three-months,45,186,greedy,greedy,periph,1.0
google,three-months,50,187,math-bit,math-bit,periph,1.0
google,three-months,57,188,merge-intervals,intervals,periph,1.0
google,three-months,79,189,backtracking,backtracking,core,1.0
google,three-months,84,190,monotonic-stack,stack,periph,1.0
google,three-months,90,191,backtracking,backtracking,core,1.0
google,three-months,99,192,bst,tree,periph,1.0
google,three-months,101,193,tree-traversal,tree,core,1.0
google,three-months,105,194,tree-construct,tree,periph,1.0
google,three-months,110,195,tree-aggregate,tree,core,1.0
google,three-months,126,196,bfs,graph-search,core,1.0
google,three-months,127,197,bfs,graph-search,core,1.0
google,three-months,131,198,backtracking,backtracking,core,1.0
google,three-months,136,199,math-bit,math-bit,periph,1.0
google,three-months,143,200,linked-list,linked-list,periph,1.0
apple,thirty-days,1,1,hashing,hashing,periph,1.0
apple,thirty-days,14,2,string-other,string,periph,1.0
apple,thirty-days,72,3,dp-grid,dp,core,1.0
apple,thirty-days,121,4,dp-linear,dp,core,1.0
apple,thirty-days,362,5,design,design,periph,1.0
apple,thirty-days,380,6,design,design,periph,1.0
apple,thirty-days,713,7,sliding-window,sliding-window,periph,1.0
apple,thirty-days,2150,8,hashing,hashing,periph,1.0
apple,thirty-days,2633,9,trivial,trivial,trivial,1.0
apple,thirty-days,146,10,design,design,periph,1.0
apple,thirty-days,477,11,math-bit,math-bit,periph,1.0
apple,thirty-days,560,12,prefix-sum,prefix-sum,periph,1.0
apple,thirty-days,56,13,merge-intervals,intervals,periph,1.0
apple,three-months,146,1,design,design,periph,1.0
apple,three-months,56,2,merge-intervals,intervals,periph,1.0
apple,three-months,210,3,topo-sort,graph-search,core,1.0
apple,three-months,362,4,design,design,periph,1.0
apple,three-months,380,5,design,design,periph,1.0
apple,three-months,14,6,string-other,string,periph,1.0
apple,three-months,34,7,binary-search,binary-search,periph,1.0
apple,three-months,54,8,matrix-sim,matrix-sim,periph,1.0
apple,three-months,72,9,dp-grid,dp,core,1.0
apple,three-months,121,10,dp-linear,dp,core,1.0
apple,three-months,428,11,tree-construct,tree,periph,1.0
apple,three-months,713,12,sliding-window,sliding-window,periph,1.0
apple,three-months,1,13,hashing,hashing,periph,1.0
apple,three-months,15,14,two-pointers,two-pointers,periph,1.0
apple,three-months,23,15,heap-topk,heap-select,periph,1.0
apple,three-months,48,16,matrix-sim,matrix-sim,periph,1.0
apple,three-months,49,17,hashing,hashing,periph,1.0
apple,three-months,125,18,two-pointers,two-pointers,periph,1.0
apple,three-months,200,19,dfs-flood,graph-search,periph,1.0
apple,three-months,206,20,linked-list,linked-list,periph,1.0
apple,three-months,477,21,math-bit,math-bit,periph,1.0
apple,three-months,560,22,prefix-sum,prefix-sum,periph,1.0
apple,three-months,3,23,sliding-window,sliding-window,periph,1.0
apple,three-months,17,24,backtracking,backtracking,core,1.0
apple,three-months,122,25,greedy,greedy,periph,1.0
apple,three-months,207,26,topo-sort,graph-search,core,1.0
apple,three-months,227,27,pairing-stack,stack,periph,1.0
apple,three-months,314,28,bfs,graph-search,core,1.0
apple,three-months,567,29,sliding-window,sliding-window,periph,1.0
apple,three-months,621,30,greedy,greedy,periph,1.0
apple,three-months,863,31,bfs,graph-search,core,1.0
apple,three-months,889,32,tree-construct,tree,periph,1.0
apple,three-months,2150,33,hashing,hashing,periph,1.0
apple,three-months,2633,34,trivial,trivial,trivial,1.0
uber,six-months,2791,1,dp-tree,dp,core,1.0
uber,six-months,2858,2,graph-other,graph-search,periph,1.0
uber,six-months,305,3,union-find,graph-search,periph,1.0
uber,six-months,1438,4,sliding-window,sliding-window,periph,1.0
uber,six-months,1429,5,design,design,periph,1.0
uber,six-months,427,6,tree-construct,tree,periph,1.0
uber,six-months,269,7,topo-sort,graph-search,core,1.0
uber,six-months,815,8,bfs,graph-search,core,1.0
uber,six-months,1101,9,union-find,graph-search,periph,1.0
uber,six-months,977,10,two-pointers,two-pointers,periph,1.0
uber,six-months,1475,11,monotonic-stack,stack,periph,1.0
uber,six-months,79,12,backtracking,backtracking,core,1.0
uber,six-months,362,13,design,design,periph,1.0
uber,six-months,1428,14,binary-search,binary-search,periph,1.0
uber,six-months,162,15,binary-search,binary-search,periph,1.0
uber,six-months,230,16,bst,tree,periph,1.0
uber,six-months,410,17,binary-search,binary-search,periph,1.0
uber,six-months,2571,18,math-bit,math-bit,periph,1.0
uber,six-months,200,19,dfs-flood,graph-search,periph,1.0
uber,six-months,212,20,trie,tree,periph,1.0
uber,six-months,399,21,union-find,graph-search,periph,1.0
uber,six-months,564,22,string-other,string,periph,1.0
uber,six-months,827,23,dfs-flood,graph-search,periph,1.0
uber,six-months,146,24,design,design,periph,1.0
uber,six-months,253,25,diff-array,intervals,periph,1.0
uber,six-months,380,26,design,design,periph,1.0
uber,six-months,855,27,design,design,periph,1.0
uber,six-months,864,28,bfs,graph-search,core,1.0
uber,six-months,981,29,design,design,periph,1.0
uber,six-months,2503,30,union-find,graph-search,periph,1.0
uber,six-months,56,31,merge-intervals,intervals,periph,1.0
uber,six-months,204,32,number-theory,math-bit,periph,1.0
uber,six-months,207,33,topo-sort,graph-search,core,1.0
uber,six-months,210,34,topo-sort,graph-search,core,1.0
uber,six-months,384,35,design,design,periph,1.0
uber,six-months,502,36,heap-topk,heap-select,periph,1.0
uber,six-months,994,37,bfs,graph-search,core,1.0
uber,six-months,1966,38,binary-search,binary-search,periph,1.0
uber,six-months,2861,39,binary-search,binary-search,periph,1.0
uber,six-months,2954,40,number-theory,math-bit,periph,1.0
uber,six-months,3629,41,bfs,graph-search,core,1.0
uber,six-months,5,42,string-other,string,periph,1.0
uber,six-months,13,43,string-other,string,periph,1.0
uber,six-months,33,44,binary-search,binary-search,periph,1.0
uber,six-months,121,45,dp-linear,dp,core,1.0
uber,six-months,127,46,bfs,graph-search,core,1.0
uber,six-months,128,47,hashing,hashing,periph,1.0
uber,six-months,174,48,dp-grid,dp,core,1.0
uber,six-months,227,49,pairing-stack,stack,periph,1.0
uber,six-months,295,50,heap-topk,heap-select,periph,1.0
uber,six-months,297,51,tree-construct,tree,periph,1.0
uber,six-months,545,52,tree-traversal,tree,core,1.0
uber,six-months,588,53,design,design,periph,1.0
uber,six-months,679,54,backtracking,backtracking,core,1.0
uber,six-months,692,55,heap-topk,heap-select,periph,1.0
uber,six-months,719,56,binary-search,binary-search,periph,1.0
uber,six-months,752,57,bfs,graph-search,core,1.0
uber,six-months,787,58,bellman-ford,graph-search,core,1.0
uber,six-months,802,59,topo-sort,graph-search,core,1.0
uber,six-months,934,60,bfs,graph-search,core,1.0
uber,six-months,987,61,bfs,graph-search,core,1.0
uber,six-months,1197,62,bfs,graph-search,core,1.0
uber,six-months,1244,63,design,design,periph,1.0
uber,six-months,1423,64,sliding-window,sliding-window,periph,1.0
uber,six-months,1915,65,hashing,hashing,periph,1.0
uber,six-months,1931,66,dp-bitmask,dp,core,1.0
uber,six-months,2092,67,union-find,graph-search,periph,1.0
uber,six-months,2389,68,binary-search,binary-search,periph,1.0
uber,six-months,2402,69,heap-topk,heap-select,periph,1.0
uber,six-months,2467,70,dp-tree,dp,core,1.0
uber,six-months,2477,71,dp-tree,dp,core,1.0
uber,six-months,2561,72,greedy,greedy,periph,1.0
uber,six-months,2948,73,union-find,graph-search,periph,1.0
uber,six-months,3356,74,diff-array,intervals,periph,1.0
uber,six-months,3419,75,dijkstra,graph-search,core,1.0
apple,six-months,146,1,design,design,periph,1.0
apple,six-months,362,2,design,design,periph,1.0
apple,six-months,56,3,merge-intervals,intervals,periph,1.0
apple,six-months,1,4,hashing,hashing,periph,1.0
apple,six-months,200,5,dfs-flood,graph-search,periph,1.0
apple,six-months,206,6,linked-list,linked-list,periph,1.0
apple,six-months,210,7,topo-sort,graph-search,core,1.0
apple,six-months,713,8,sliding-window,sliding-window,periph,1.0
apple,six-months,49,9,hashing,hashing,periph,1.0
apple,six-months,380,10,design,design,periph,1.0
apple,six-months,7,11,math-bit,math-bit,periph,1.0
apple,six-months,14,12,string-other,string,periph,1.0
apple,six-months,23,13,heap-topk,heap-select,periph,1.0
apple,six-months,34,14,binary-search,binary-search,periph,1.0
apple,six-months,53,15,dp-linear,dp,core,1.0
apple,six-months,227,16,pairing-stack,stack,periph,1.0
apple,six-months,347,17,heap-topk,heap-select,periph,1.0
apple,six-months,560,18,prefix-sum,prefix-sum,periph,1.0
apple,six-months,1146,19,design,design,periph,1.0
apple,six-months,15,20,two-pointers,two-pointers,periph,1.0
apple,six-months,54,21,matrix-sim,matrix-sim,periph,1.0
apple,six-months,121,22,dp-linear,dp,core,1.0
apple,six-months,122,23,greedy,greedy,periph,1.0
apple,six-months,125,24,two-pointers,two-pointers,periph,1.0
apple,six-months,207,25,topo-sort,graph-search,core,1.0
apple,six-months,252,26,merge-intervals,intervals,periph,1.0
apple,six-months,3,27,sliding-window,sliding-window,periph,1.0
apple,six-months,48,28,matrix-sim,matrix-sim,periph,1.0
apple,six-months,72,29,dp-grid,dp,core,1.0
apple,six-months,112,30,tree-aggregate,tree,core,1.0
apple,six-months,151,31,string-other,string,periph,1.0
apple,six-months,309,32,dp-linear,dp,core,1.0
apple,six-months,412,33,trivial,trivial,trivial,1.0
apple,six-months,428,34,tree-construct,tree,periph,1.0
apple,six-months,477,35,math-bit,math-bit,periph,1.0
apple,six-months,981,36,design,design,periph,1.0
apple,six-months,1087,37,backtracking,backtracking,core,1.0
apple,six-months,4,38,binary-search,binary-search,periph,1.0
apple,six-months,5,39,string-other,string,periph,1.0
apple,six-months,36,40,hashing,hashing,periph,1.0
apple,six-months,127,41,bfs,graph-search,core,1.0
apple,six-months,189,42,two-pointers,two-pointers,periph,1.0
apple,six-months,215,43,heap-topk,heap-select,periph,1.0
apple,six-months,238,44,prefix-sum,prefix-sum,periph,1.0
apple,six-months,253,45,diff-array,intervals,periph,1.0
apple,six-months,277,46,graph-other,graph-search,periph,1.0
apple,six-months,295,47,heap-topk,heap-select,periph,1.0
apple,six-months,328,48,linked-list,linked-list,periph,1.0
apple,six-months,341,49,design,design,periph,1.0
apple,six-months,621,50,greedy,greedy,periph,1.0
apple,six-months,622,51,design,design,periph,1.0
apple,six-months,2150,52,hashing,hashing,periph,1.0
apple,six-months,2435,53,dp-grid,dp,core,1.0
apple,six-months,2,54,linked-list,linked-list,periph,1.0
apple,six-months,10,55,dp-grid,dp,core,1.0
apple,six-months,11,56,two-pointers,two-pointers,periph,1.0
apple,six-months,17,57,backtracking,backtracking,core,1.0
apple,six-months,18,58,two-pointers,two-pointers,periph,1.0
apple,six-months,19,59,fast-slow,two-pointers,periph,1.0
apple,six-months,26,60,two-pointers,two-pointers,periph,1.0
apple,six-months,57,61,merge-intervals,intervals,periph,1.0
apple,six-months,75,62,dutch-flag,two-pointers,periph,1.0
apple,six-months,88,63,two-pointers,two-pointers,periph,1.0
apple,six-months,128,64,hashing,hashing,periph,1.0
apple,six-months,134,65,greedy,greedy,periph,1.0
apple,six-months,155,66,design,design,periph,1.0
apple,six-months,208,67,trie,tree,periph,1.0
apple,six-months,217,68,hashing,hashing,periph,1.0
apple,six-months,232,69,design,design,periph,1.0
apple,six-months,273,70,string-other,string,periph,1.0
apple,six-months,314,71,bfs,graph-search,core,1.0
apple,six-months,329,72,dp-grid,dp,core,1.0
apple,six-months,432,73,design,design,periph,1.0
apple,six-months,535,74,design,design,periph,1.0
apple,six-months,567,75,sliding-window,sliding-window,periph,1.0
apple,six-months,635,76,design,design,periph,1.0
apple,six-months,733,77,dfs-flood,graph-search,periph,1.0
apple,six-months,736,78,string-other,string,periph,1.0
apple,six-months,787,79,bellman-ford,graph-search,core,1.0
apple,six-months,863,80,bfs,graph-search,core,1.0
apple,six-months,889,81,tree-construct,tree,periph,1.0
apple,six-months,895,82,design,design,periph,1.0
apple,six-months,918,83,dp-linear,dp,core,1.0
apple,six-months,931,84,dp-grid,dp,core,1.0
apple,six-months,1197,85,bfs,graph-search,core,1.0
apple,six-months,2633,86,trivial,trivial,trivial,1.0
microsoft,six-months,1,1,hashing,hashing,periph,1.0
microsoft,six-months,3,2,sliding-window,sliding-window,periph,1.0
microsoft,six-months,2,3,linked-list,linked-list,periph,1.0
microsoft,six-months,5,4,string-other,string,periph,1.0
microsoft,six-months,146,5,design,design,periph,1.0
microsoft,six-months,42,6,monotonic-stack,stack,periph,1.0
microsoft,six-months,53,7,dp-linear,dp,core,1.0
microsoft,six-months,11,8,two-pointers,two-pointers,periph,1.0
microsoft,six-months,560,9,prefix-sum,prefix-sum,periph,1.0
microsoft,six-months,14,10,string-other,string,periph,1.0
microsoft,six-months,23,11,heap-topk,heap-select,periph,1.0
microsoft,six-months,200,12,dfs-flood,graph-search,periph,1.0
microsoft,six-months,424,13,sliding-window,sliding-window,periph,1.0
microsoft,six-months,56,14,merge-intervals,intervals,periph,1.0
microsoft,six-months,121,15,dp-linear,dp,core,1.0
microsoft,six-months,15,16,two-pointers,two-pointers,periph,1.0
microsoft,six-months,22,17,backtracking,backtracking,core,1.0
microsoft,six-months,33,18,binary-search,binary-search,periph,1.0
microsoft,six-months,70,19,dp-linear,dp,core,1.0
microsoft,six-months,2858,20,graph-other,graph-search,periph,1.0
microsoft,six-months,4,21,binary-search,binary-search,periph,1.0
microsoft,six-months,76,22,sliding-window,sliding-window,periph,1.0
microsoft,six-months,283,23,two-pointers,two-pointers,periph,1.0
microsoft,six-months,7,24,math-bit,math-bit,periph,1.0
microsoft,six-months,26,25,two-pointers,two-pointers,periph,1.0
microsoft,six-months,31,26,two-pointers,two-pointers,periph,1.0
microsoft,six-months,238,27,prefix-sum,prefix-sum,periph,1.0
microsoft,six-months,1475,28,monotonic-stack,stack,periph,1.0
microsoft,six-months,9,29,math-bit,math-bit,periph,1.0
microsoft,six-months,75,30,dutch-flag,two-pointers,periph,1.0
microsoft,six-months,169,31,hashing,hashing,periph,1.0
microsoft,six-months,175,32,sql,sql,trivial,1.0
microsoft,six-months,253,33,diff-array,intervals,periph,1.0
microsoft,six-months,13,34,string-other,string,periph,1.0
microsoft,six-months,17,35,backtracking,backtracking,core,1.0
microsoft,six-months,49,36,hashing,hashing,periph,1.0
microsoft,six-months,242,37,hashing,hashing,periph,1.0
