company,window,num,rank,family,macro,klass,weight
amazon,more-than-six-months,110,163,tree-aggregate,tree,core,1.0
amazon,more-than-six-months,852,164,binary-search,binary-search,periph,1.0
amazon,more-than-six-months,90,165,backtracking,backtracking,core,1.0
amazon,more-than-six-months,205,166,hashing,hashing,periph,1.0
amazon,more-than-six-months,394,167,pairing-stack,stack,periph,1.0
amazon,more-than-six-months,412,168,trivial,trivial,trivial,1.0
amazon,more-than-six-months,16,169,two-pointers,two-pointers,periph,1.0
amazon,more-than-six-months,116,170,tree-traversal,tree,core,1.0
amazon,more-than-six-months,209,171,sliding-window,sliding-window,periph,1.0
amazon,more-than-six-months,230,172,bst,tree,periph,1.0
amazon,more-than-six-months,485,173,sliding-window,sliding-window,periph,1.0
amazon,more-than-six-months,494,174,dp-knapsack,dp,core,1.0
amazon,more-than-six-months,1148,175,sql,sql,trivial,1.0
amazon,more-than-six-months,1650,176,tree-traversal,tree,core,1.0
amazon,more-than-six-months,64,177,dp-grid,dp,core,1.0
amazon,more-than-six-months,67,178,math-bit,math-bit,periph,1.0
amazon,more-than-six-months,92,179,linked-list,linked-list,periph,1.0
amazon,more-than-six-months,987,180,bfs,graph-search,core,1.0
amazon,more-than-six-months,1752,181,two-pointers,two-pointers,periph,1.0
amazon,more-than-six-months,2357,182,greedy,greedy,periph,1.0
amazon,more-than-six-months,71,183,pairing-stack,stack,periph,1.0
amazon,more-than-six-months,100,184,tree-traversal,tree,core,1.0
amazon,more-than-six-months,153,185,binary-search,binary-search,periph,1.0
amazon,more-than-six-months,981,186,design,design,periph,1.0
amazon,more-than-six-months,1268,187,trie,tree,periph,1.0
amazon,more-than-six-months,417,188,dfs-flood,graph-search,periph,1.0
amazon,more-than-six-months,567,189,sliding-window,sliding-window,periph,1.0
amazon,more-than-six-months,130,190,dfs-flood,graph-search,periph,1.0
amazon,more-than-six-months,181,191,sql,sql,trivial,1.0
amazon,more-than-six-months,226,192,tree-traversal,tree,core,1.0
amazon,more-than-six-months,528,193,binary-search,binary-search,periph,1.0
amazon,more-than-six-months,29,194,math-bit,math-bit,periph,1.0
amazon,more-than-six-months,85,195,monotonic-stack,stack,periph,1.0
amazon,more-than-six-months,240,196,binary-search,binary-search,periph,1.0
amazon,more-than-six-months,438,197,sliding-window,sliding-window,periph,1.0
amazon,more-than-six-months,796,198,string-other,string,periph,1.0
amazon,more-than-six-months,909,199,bfs,graph-search,core,1.0
amazon,more-than-six-months,2214,200,dp-linear,dp,core,1.0
amazon,six-months,1,1,hashing,hashing,periph,1.0
amazon,six-months,42,2,monotonic-stack,stack,periph,1.0
amazon,six-months,3,3,sliding-window,sliding-window,periph,1.0
amazon,six-months,146,4,design,design,periph,1.0
amazon,six-months,121,5,dp-linear,dp,core,1.0
amazon,six-months,2,6,linked-list,linked-list,periph,1.0
amazon,six-months,200,7,dfs-flood,graph-search,periph,1.0
amazon,six-months,11,8,two-pointers,two-pointers,periph,1.0
amazon,six-months,15,9,two-pointers,two-pointers,periph,1.0
amazon,six-months,4,10,binary-search,binary-search,periph,1.0
amazon,six-months,23,11,heap-topk,heap-select,periph,1.0
amazon,six-months,56,12,merge-intervals,intervals,periph,1.0
amazon,six-months,560,13,prefix-sum,prefix-sum,periph,1.0
amazon,six-months,5,14,string-other,string,periph,1.0
amazon,six-months,49,15,hashing,hashing,periph,1.0
amazon,six-months,14,16,string-other,string,periph,1.0
amazon,six-months,33,17,binary-search,binary-search,periph,1.0
amazon,six-months,207,18,topo-sort,graph-search,core,1.0
amazon,six-months,994,19,bfs,graph-search,core,1.0
amazon,six-months,875,20,binary-search,binary-search,periph,1.0
amazon,six-months,9,21,math-bit,math-bit,periph,1.0
amazon,six-months,22,22,backtracking,backtracking,core,1.0
amazon,six-months,236,23,tree-aggregate,tree,core,1.0
amazon,six-months,128,24,hashing,hashing,periph,1.0
amazon,six-months,767,25,greedy,greedy,periph,1.0
amazon,six-months,1929,26,trivial,trivial,trivial,1.0
amazon,six-months,169,27,hashing,hashing,periph,1.0
amazon,six-months,20,28,pairing-stack,stack,periph,1.0
amazon,six-months,70,29,dp-linear,dp,core,1.0
amazon,six-months,17,30,backtracking,backtracking,core,1.0
amazon,six-months,21,31,linked-list,linked-list,periph,1.0
amazon,six-months,18,32,two-pointers,two-pointers,periph,1.0
amazon,six-months,735,33,pairing-stack,stack,periph,1.0
amazon,six-months,53,34,dp-linear,dp,core,1.0
amazon,six-months,1004,35,sliding-window,sliding-window,periph,1.0
amazon,six-months,904,36,sliding-window,sliding-window,periph,1.0
amazon,six-months,31,37,two-pointers,two-pointers,periph,1.0
amazon,six-months,62,38,dp-grid,dp,core,1.0
amazon,six-months,69,39,binary-search,binary-search,periph,1.0
amazon,six-months,75,40,dutch-flag,two-pointers,periph,1.0
amazon,six-months,198,41,dp-linear,dp,core,1.0
amazon,six-months,242,42,hashing,hashing,periph,1.0
amazon,six-months,347,43,heap-topk,heap-select,periph,1.0
amazon,six-months,28,44,string-matching,string,periph,1.0
amazon,six-months,48,45,matrix-sim,matrix-sim,periph,1.0
amazon,six-months,136,46,math-bit,math-bit,periph,1.0
amazon,six-months,424,47,sliding-window,sliding-window,periph,1.0
amazon,six-months,26,48,two-pointers,two-pointers,periph,1.0
amazon,six-months,138,49,linked-list,linked-list,periph,1.0
amazon,six-months,239,50,monotonic-stack,stack,periph,1.0
amazon,six-months,621,51,greedy,greedy,periph,1.0
amazon,six-months,35,52,binary-search,binary-search,periph,1.0
amazon,six-months,78,53,backtracking,backtracking,core,1.0
amazon,six-months,127,54,bfs,graph-search,core,1.0
amazon,six-months,143,55,linked-list,linked-list,periph,1.0
amazon,six-months,217,56,hashing,hashing,periph,1.0
amazon,six-months,6,57,string-other,string,periph,1.0
amazon,six-months,27,58,two-pointers,two-pointers,periph,1.0
amazon,six-months,283,59,two-pointers,two-pointers,periph,1.0
amazon,six-months,55,60,greedy,greedy,periph,1.0
amazon,six-months,118,61,dp-linear,dp,core,1.0
amazon,six-months,162,62,binary-search,binary-search,periph,1.0
amazon,six-months,234,63,fast-slow,two-pointers,periph,1.0
amazon,six-months,238,64,prefix-sum,prefix-sum,periph,1.0
amazon,six-months,19,65,fast-slow,two-pointers,periph,1.0
amazon,six-months,54,66,matrix-sim,matrix-sim,periph,1.0
amazon,six-months,66,67,math-bit,math-bit,periph,1.0
amazon,six-months,176,68,sql,sql,trivial,1.0
amazon,six-months,215,69,heap-topk,heap-select,periph,1.0
amazon,six-months,253,70,diff-array,intervals,periph,1.0
amazon,six-months,1011,71,binary-search,binary-search,periph,1.0
amazon,six-months,7,72,math-bit,math-bit,periph,1.0
amazon,six-months,16,73,two-pointers,two-pointers,periph,1.0
amazon,six-months,34,74,binary-search,binary-search,periph,1.0
amazon,six-months,41,75,hashing,hashing,periph,1.0
amazon,six-months,51,76,backtracking,backtracking,core,1.0
amazon,six-months,125,77,two-pointers,two-pointers,periph,1.0
amazon,six-months,139,78,dp-linear,dp,core,1.0
amazon,six-months,155,79,design,design,periph,1.0
amazon,six-months,175,80,sql,sql,trivial,1.0
amazon,six-months,36,81,hashing,hashing,periph,1.0
amazon,six-months,45,82,greedy,greedy,periph,1.0
amazon,six-months,46,83,backtracking,backtracking,core,1.0
amazon,six-months,76,84,sliding-window,sliding-window,periph,1.0
amazon,six-months,88,85,two-pointers,two-pointers,periph,1.0
amazon,six-months,199,86,bfs,graph-search,core,1.0
amazon,six-months,287,87,fast-slow,two-pointers,periph,1.0
amazon,six-months,295,88,heap-topk,heap-select,periph,1.0
amazon,six-months,387,89,hashing,hashing,periph,1.0
amazon,six-months,496,90,monotonic-stack,stack,periph,1.0
amazon,six-months,540,91,binary-search,binary-search,periph,1.0
amazon,six-months,796,92,string-other,string,periph,1.0
amazon,six-months,852,93,binary-search,binary-search,periph,1.0
amazon,six-months,907,94,monotonic-stack,stack,periph,1.0
amazon,six-months,981,95,design,design,periph,1.0
amazon,six-months,1648,96,binary-search,binary-search,periph,1.0
amazon,six-months,8,97,string-other,string,periph,1.0
amazon,six-months,74,98,binary-search,binary-search,periph,1.0
amazon,six-months,79,99,backtracking,backtracking,core,1.0
amazon,six-months,98,100,bst,tree,periph,1.0
amazon,six-months,122,101,greedy,greedy,periph,1.0
amazon,six-months,142,102,fast-slow,two-pointers,periph,1.0
amazon,six-months,210,103,topo-sort,graph-search,core,1.0
amazon,six-months,658,104,binary-search,binary-search,periph,1.0
amazon,six-months,32,105,pairing-stack,stack,periph,1.0
amazon,six-months,58,106,string-other,string,periph,1.0
amazon,six-months,84,107,monotonic-stack,stack,periph,1.0
amazon,six-months,110,108,tree-aggregate,tree,core,1.0
amazon,six-months,124,109,dp-tree,dp,core,1.0
amazon,six-months,189,110,two-pointers,two-pointers,periph,1.0
amazon,six-months,204,111,number-theory,math-bit,periph,1.0
amazon,six-months,240,112,binary-search,binary-search,periph,1.0
amazon,six-months,322,113,dp-knapsack,dp,core,1.0
amazon,six-months,443,114,two-pointers,two-pointers,periph,1.0
amazon,six-months,503,115,monotonic-stack,stack,periph,1.0
amazon,six-months,543,116,tree-aggregate,tree,core,1.0
amazon,six-months,739,117,monotonic-stack,stack,periph,1.0
amazon,six-months,1482,118,binary-search,binary-search,periph,1.0
amazon,six-months,1752,119,two-pointers,two-pointers,periph,1.0
amazon,six-months,3010,120,greedy,greedy,periph,1.0
amazon,six-months,3752,121,greedy,greedy,periph,1.0
amazon,six-months,50,122,math-bit,math-bit,periph,1.0
amazon,six-months,61,123,linked-list,linked-list,periph,1.0
amazon,six-months,73,124,matrix-sim,matrix-sim,periph,1.0
amazon,six-months,135,125,greedy,greedy,periph,1.0
amazon,six-months,152,126,dp-linear,dp,core,1.0
amazon,six-months,179,127,greedy,greedy,periph,1.0
amazon,six-months,209,128,sliding-window,sliding-window,periph,1.0
amazon,six-months,349,129,hashing,hashing,periph,1.0
amazon,six-months,394,130,pairing-stack,stack,periph,1.0
amazon,six-months,410,131,binary-search,binary-search,periph,1.0
amazon,six-months,435,132,greedy,greedy,periph,1.0
amazon,six-months,485,133,sliding-window,sliding-window,periph,1.0
amazon,six-months,863,134,bfs,graph-search,core,1.0
amazon,six-months,987,135,bfs,graph-search,core,1.0
amazon,six-months,1757,136,sql,sql,trivial,1.0
amazon,six-months,13,137,string-other,string,periph,1.0
amazon,six-months,38,138,string-other,string,periph,1.0
amazon,six-months,67,139,math-bit,math-bit,periph,1.0
amazon,six-months,83,140,linked-list,linked-list,periph,1.0
amazon,six-months,153,141,binary-search,binary-search,periph,1.0
amazon,six-months,160,142,linked-list,linked-list,periph,1.0
amazon,six-months,202,143,hashing,hashing,periph,1.0
amazon,six-months,219,144,hashing,hashing,periph,1.0
amazon,six-months,258,145,math-bit,math-bit,periph,1.0
amazon,six-months,268,146,math-bit,math-bit,periph,1.0
amazon,six-months,297,147,tree-construct,tree,periph,1.0
amazon,six-months,300,148,dp-linear,dp,core,1.0
amazon,six-months,328,149,linked-list,linked-list,periph,1.0
amazon,six-months,380,150,design,design,periph,1.0
amazon,six-months,416,151,dp-knapsack,dp,core,1.0
amazon,six-months,472,152,trie,tree,periph,1.0
amazon,six-months,493,153,binary-search,binary-search,periph,1.0
amazon,six-months,509,154,dp-linear,dp,core,1.0
amazon,six-months,876,155,fast-slow,two-pointers,periph,1.0
amazon,six-months,977,156,two-pointers,two-pointers,periph,1.0
amazon,six-months,992,157,sliding-window,sliding-window,periph,1.0
amazon,six-months,2385,158,bfs,graph-search,core,1.0
amazon,six-months,2488,159,prefix-sum,prefix-sum,periph,1.0
amazon,six-months,10,160,dp-grid,dp,core,1.0
amazon,six-months,12,161,string-other,string,periph,1.0
amazon,six-months,39,162,backtracking,backtracking,core,1.0
amazon,six-months,97,163,dp-grid,dp,core,1.0
amazon,six-months,100,164,tree-traversal,tree,core,1.0
amazon,six-months,134,165,greedy,greedy,periph,1.0
amazon,six-months,141,166,fast-slow,two-pointers,periph,1.0
amazon,six-months,151,167,string-other,string,periph,1.0
amazon,six-months,224,168,pairing-stack,stack,periph,1.0
amazon,six-months,451,169,heap-topk,heap-select,periph,1.0
amazon,six-months,455,170,greedy,greedy,periph,1.0
amazon,six-months,567,171,sliding-window,sliding-window,periph,1.0
amazon,six-months,680,172,two-pointers,two-pointers,periph,1.0
amazon,six-months,696,173,string-other,string,periph,1.0
amazon,six-months,704,174,binary-search,binary-search,periph,1.0
amazon,six-months,733,175,dfs-flood,graph-search,periph,1.0
amazon,six-months,901,176,monotonic-stack,stack,periph,1.0
amazon,six-months,1480,177,prefix-sum,prefix-sum,periph,1.0
amazon,six-months,2235,178,trivial,trivial,trivial,1.0
amazon,six-months,2910,179,greedy,greedy,periph,1.0
amazon,six-months,3914,180,greedy,greedy,periph,1.0
amazon,six-months,25,181,linked-list,linked-list,periph,1.0
amazon,six-months,63,182,dp-grid,dp,core,1.0
amazon,six-months,85,183,monotonic-stack,stack,periph,1.0
amazon,six-months,86,184,linked-list,linked-list,periph,1.0
amazon,six-months,94,185,tree-traversal,tree,core,1.0
amazon,six-months,150,186,pairing-stack,stack,periph,1.0
amazon,six-months,174,187,dp-grid,dp,core,1.0
amazon,six-months,181,188,sql,sql,trivial,1.0
amazon,six-months,190,189,math-bit,math-bit,periph,1.0
amazon,six-months,197,190,sql,sql,trivial,1.0
amazon,six-months,205,191,hashing,hashing,periph,1.0
amazon,six-months,206,192,linked-list,linked-list,periph,1.0
amazon,six-months,212,193,trie,tree,periph,1.0
amazon,six-months,274,194,hashing,hashing,periph,1.0
amazon,six-months,278,195,binary-search,binary-search,periph,1.0
amazon,six-months,344,196,two-pointers,two-pointers,periph,1.0
amazon,six-months,383,197,hashing,hashing,periph,1.0
amazon,six-months,456,198,monotonic-stack,stack,periph,1.0
amazon,six-months,460,199,design,design,periph,1.0
amazon,six-months,528,200,binary-search,binary-search,periph,1.0
microsoft,all,1,1,hashing,hashing,periph,1.0
microsoft,all,2,2,linked-list,linked-list,periph,1.0
microsoft,all,3,3,sliding-window,sliding-window,periph,1.0
microsoft,all,146,4,design,design,periph,1.0
microsoft,all,5,5,string-other,string,periph,1.0
microsoft,all,42,6,monotonic-stack,stack,periph,1.0
microsoft,all,121,7,dp-linear,dp,core,1.0
microsoft,all,88,8,two-pointers,two-pointers,periph,1.0
microsoft,all,4,9,binary-search,binary-search,periph,1.0
microsoft,all,53,10,dp-linear,dp,core,1.0
microsoft,all,200,11,dfs-flood,graph-search,periph,1.0
microsoft,all,15,12,two-pointers,two-pointers,periph,1.0
microsoft,all,560,13,prefix-sum,prefix-sum,periph,1.0
microsoft,all,14,14,string-other,string,periph,1.0
microsoft,all,56,15,merge-intervals,intervals,periph,1.0
microsoft,all,9,16,math-bit,math-bit,periph,1.0
microsoft,all,20,17,pairing-stack,stack,periph,1.0
microsoft,all,49,18,hashing,hashing,periph,1.0
microsoft,all,169,19,hashing,hashing,periph,1.0
microsoft,all,26,20,two-pointers,two-pointers,periph,1.0
microsoft,all,11,21,two-pointers,two-pointers,periph,1.0
microsoft,all,33,22,binary-search,binary-search,periph,1.0
microsoft,all,13,23,string-other,string,periph,1.0
microsoft,all,2667,24,trivial,trivial,trivial,1.0
microsoft,all,54,25,matrix-sim,matrix-sim,periph,1.0
microsoft,all,48,26,matrix-sim,matrix-sim,periph,1.0
microsoft,all,70,27,dp-linear,dp,core,1.0
microsoft,all,1768,28,string-other,string,periph,1.0
microsoft,all,23,29,heap-topk,heap-select,periph,1.0
microsoft,all,21,30,linked-list,linked-list,periph,1.0
microsoft,all,206,31,linked-list,linked-list,periph,1.0
microsoft,all,75,32,dutch-flag,two-pointers,periph,1.0
microsoft,all,283,33,two-pointers,two-pointers,periph,1.0
microsoft,all,22,34,backtracking,backtracking,core,1.0
microsoft,all,31,35,two-pointers,two-pointers,periph,1.0
microsoft,all,238,36,prefix-sum,prefix-sum,periph,1.0
microsoft,all,875,37,binary-search,binary-search,periph,1.0
microsoft,all,1757,38,sql,sql,trivial,1.0
microsoft,all,7,39,math-bit,math-bit,periph,1.0
microsoft,all,189,40,two-pointers,two-pointers,periph,1.0
microsoft,all,25,41,linked-list,linked-list,periph,1.0
microsoft,all,128,42,hashing,hashing,periph,1.0
microsoft,all,162,43,binary-search,binary-search,periph,1.0
microsoft,all,215,44,heap-topk,heap-select,periph,1.0
microsoft,all,242,45,hashing,hashing,periph,1.0
microsoft,all,55,46,greedy,greedy,periph,1.0
microsoft,all,297,47,tree-construct,tree,periph,1.0
microsoft,all,125,48,two-pointers,two-pointers,periph,1.0
microsoft,all,151,49,string-other,string,periph,1.0
microsoft,all,253,50,diff-array,intervals,periph,1.0
microsoft,all,540,51,binary-search,binary-search,periph,1.0
microsoft,all,27,52,two-pointers,two-pointers,periph,1.0
microsoft,all,198,53,dp-linear,dp,core,1.0
microsoft,all,17,54,backtracking,backtracking,core,1.0
microsoft,all,73,55,matrix-sim,matrix-sim,periph,1.0
microsoft,all,79,56,backtracking,backtracking,core,1.0
microsoft,all,217,57,hashing,hashing,periph,1.0
microsoft,all,273,58,string-other,string,periph,1.0
microsoft,all,236,59,tree-aggregate,tree,core,1.0
microsoft,all,35,60,binary-search,binary-search,periph,1.0
microsoft,all,51,61,backtracking,backtracking,core,1.0
microsoft,all,103,62,bfs,graph-search,core,1.0
microsoft,all,138,63,linked-list,linked-list,periph,1.0
microsoft,all,155,64,design,design,periph,1.0
microsoft,all,28,65,string-matching,string,periph,1.0
microsoft,all,46,66,backtracking,backtracking,core,1.0
microsoft,all,34,67,binary-search,binary-search,periph,1.0
microsoft,all,50,68,math-bit,math-bit,periph,1.0
microsoft,all,102,69,bfs,graph-search,core,1.0
microsoft,all,295,70,heap-topk,heap-select,periph,1.0
microsoft,all,300,71,dp-linear,dp,core,1.0
microsoft,all,347,72,heap-topk,heap-select,periph,1.0
microsoft,all,45,73,greedy,greedy,periph,1.0
microsoft,all,64,74,dp-grid,dp,core,1.0
microsoft,all,2858,75,graph-other,graph-search,periph,1.0
microsoft,all,202,76,hashing,hashing,periph,1.0
microsoft,all,443,77,two-pointers,two-pointers,periph,1.0
microsoft,all,994,78,bfs,graph-search,core,1.0
microsoft,all,8,79,string-other,string,periph,1.0
microsoft,all,18,80,two-pointers,two-pointers,periph,1.0
microsoft,all,141,81,fast-slow,two-pointers,periph,1.0
microsoft,all,322,82,dp-knapsack,dp,core,1.0
microsoft,all,567,83,sliding-window,sliding-window,periph,1.0
microsoft,all,19,84,fast-slow,two-pointers,periph,1.0
microsoft,all,84,85,monotonic-stack,stack,periph,1.0
microsoft,all,424,86,sliding-window,sliding-window,periph,1.0
microsoft,all,12,87,string-other,string,periph,1.0
microsoft,all,78,88,backtracking,backtracking,core,1.0
microsoft,all,98,89,bst,tree,periph,1.0
microsoft,all,239,90,monotonic-stack,stack,periph,1.0
microsoft,all,739,91,monotonic-stack,stack,periph,1.0
microsoft,all,153,92,binary-search,binary-search,periph,1.0
microsoft,all,76,93,sliding-window,sliding-window,periph,1.0
microsoft,all,93,94,backtracking,backtracking,core,1.0
microsoft,all,118,95,dp-linear,dp,core,1.0
microsoft,all,1004,96,sliding-window,sliding-window,periph,1.0
microsoft,all,74,97,binary-search,binary-search,periph,1.0
microsoft,all,122,98,greedy,greedy,periph,1.0
microsoft,all,139,99,dp-linear,dp,core,1.0
microsoft,all,207,100,topo-sort,graph-search,core,1.0
microsoft,all,39,101,backtracking,backtracking,core,1.0
microsoft,all,41,102,hashing,hashing,periph,1.0
microsoft,all,101,103,tree-traversal,tree,core,1.0
microsoft,all,210,104,topo-sort,graph-search,core,1.0
microsoft,all,1466,105,graph-other,graph-search,periph,1.0
microsoft,all,2235,106,trivial,trivial,trivial,1.0
microsoft,all,24,107,linked-list,linked-list,periph,1.0
microsoft,all,37,108,backtracking,backtracking,core,1.0
microsoft,all,67,109,math-bit,math-bit,periph,1.0
microsoft,all,135,110,greedy,greedy,periph,1.0
microsoft,all,168,111,math-bit,math-bit,periph,1.0
microsoft,all,175,112,sql,sql,trivial,1.0
microsoft,all,224,113,pairing-stack,stack,periph,1.0
microsoft,all,268,114,math-bit,math-bit,periph,1.0
microsoft,all,124,115,dp-tree,dp,core,1.0
microsoft,all,134,116,greedy,greedy,periph,1.0
microsoft,all,213,117,dp-linear,dp,core,1.0
microsoft,all,509,118,dp-linear,dp,core,1.0
microsoft,all,6,119,string-other,string,periph,1.0
microsoft,all,10,120,dp-grid,dp,core,1.0
microsoft,all,62,121,dp-grid,dp,core,1.0
microsoft,all,71,122,pairing-stack,stack,periph,1.0
microsoft,all,136,123,math-bit,math-bit,periph,1.0
microsoft,all,208,124,trie,tree,periph,1.0
microsoft,all,349,125,hashing,hashing,periph,1.0
microsoft,all,387,126,hashing,hashing,periph,1.0
microsoft,all,496,127,monotonic-stack,stack,periph,1.0
microsoft,all,72,128,dp-grid,dp,core,1.0
microsoft,all,127,129,bfs,graph-search,core,1.0
microsoft,all,197,130,sql,sql,trivial,1.0
microsoft,all,232,131,design,design,periph,1.0
microsoft,all,234,132,fast-slow,two-pointers,periph,1.0
microsoft,all,36,133,hashing,hashing,periph,1.0
microsoft,all,66,134,math-bit,math-bit,periph,1.0
microsoft,all,94,135,tree-traversal,tree,core,1.0
microsoft,all,131,136,backtracking,backtracking,core,1.0
microsoft,all,160,137,linked-list,linked-list,periph,1.0
microsoft,all,167,138,two-pointers,two-pointers,periph,1.0
microsoft,all,171,139,math-bit,math-bit,periph,1.0
microsoft,all,204,140,number-theory,math-bit,periph,1.0
microsoft,all,212,141,trie,tree,periph,1.0
microsoft,all,235,142,bst,tree,periph,1.0
microsoft,all,383,143,hashing,hashing,periph,1.0
microsoft,all,901,144,monotonic-stack,stack,periph,1.0
microsoft,all,1838,145,sliding-window,sliding-window,periph,1.0
microsoft,all,32,146,pairing-stack,stack,periph,1.0
microsoft,all,69,147,binary-search,binary-search,periph,1.0
microsoft,all,152,148,dp-linear,dp,core,1.0
microsoft,all,394,149,pairing-stack,stack,periph,1.0
microsoft,all,1797,150,design,design,periph,1.0
microsoft,all,104,151,tree-aggregate,tree,core,1.0
microsoft,all,116,152,tree-traversal,tree,core,1.0
microsoft,all,209,153,sliding-window,sliding-window,periph,1.0
microsoft,all,219,154,hashing,hashing,periph,1.0
microsoft,all,258,155,math-bit,math-bit,periph,1.0
microsoft,all,348,156,design,design,periph,1.0
microsoft,all,380,157,design,design,periph,1.0
microsoft,all,460,158,design,design,periph,1.0
microsoft,all,2246,159,dp-tree,dp,core,1.0
microsoft,all,29,160,math-bit,math-bit,periph,1.0
microsoft,all,91,161,dp-linear,dp,core,1.0
microsoft,all,179,162,greedy,greedy,periph,1.0
microsoft,all,503,163,monotonic-stack,stack,periph,1.0
microsoft,all,704,164,binary-search,binary-search,periph,1.0
microsoft,all,1143,165,dp-grid,dp,core,1.0
microsoft,all,114,166,tree-traversal,tree,core,1.0
microsoft,all,205,167,hashing,hashing,periph,1.0
microsoft,all,237,168,linked-list,linked-list,periph,1.0
microsoft,all,485,169,sliding-window,sliding-window,periph,1.0
microsoft,all,1475,170,monotonic-stack,stack,periph,1.0
microsoft,all,47,171,backtracking,backtracking,core,1.0
microsoft,all,85,172,monotonic-stack,stack,periph,1.0
microsoft,all,90,173,backtracking,backtracking,core,1.0
microsoft,all,100,174,tree-traversal,tree,core,1.0
microsoft,all,112,175,tree-aggregate,tree,core,1.0
microsoft,all,142,176,fast-slow,two-pointers,periph,1.0
microsoft,all,143,177,linked-list,linked-list,periph,1.0
microsoft,all,165,178,string-other,string,periph,1.0
microsoft,all,287,179,fast-slow,two-pointers,periph,1.0
microsoft,all,410,180,binary-search,binary-search,periph,1.0
microsoft,all,419,181,matrix-sim,matrix-sim,periph,1.0
microsoft,all,863,182,bfs,graph-search,core,1.0
microsoft,all,876,183,fast-slow,two-pointers,periph,1.0
microsoft,all,1092,184,dp-grid,dp,core,1.0
microsoft,all,1539,185,binary-search,binary-search,periph,1.0
microsoft,all,83,186,linked-list,linked-list,periph,1.0
microsoft,all,105,187,tree-construct,tree,periph,1.0
microsoft,all,117,188,tree-traversal,tree,core,1.0
microsoft,all,412,189,trivial,trivial,trivial,1.0
microsoft,all,416,190,dp-knapsack,dp,core,1.0
microsoft,all,445,191,linked-list,linked-list,periph,1.0
microsoft,all,547,192,union-find,graph-search,periph,1.0
microsoft,all,621,193,greedy,greedy,periph,1.0
microsoft,all,735,194,pairing-stack,stack,periph,1.0
microsoft,all,992,195,sliding-window,sliding-window,periph,1.0
microsoft,all,1071,196,string-other,string,periph,1.0
microsoft,all,2571,197,math-bit,math-bit,periph,1.0
microsoft,all,16,198,two-pointers,two-pointers,periph,1.0
microsoft,all,43,199,string-other,string,periph,1.0
microsoft,all,99,200,bst,tree,periph,1.0
google,thirty-days,1,1,hashing,hashing,periph,1.0
google,thirty-days,9,2,math-bit,math-bit,periph,1.0
google,thirty-days,4,3,binary-search,binary-search,periph,1.0
google,thirty-days,3,4,sliding-window,sliding-window,periph,1.0
google,thirty-days,15,5,two-pointers,two-pointers,periph,1.0
google,thirty-days,2,6,linked-list,linked-list,periph,1.0
google,thirty-days,121,7,dp-linear,dp,core,1.0
google,thirty-days,13,8,string-other,string,periph,1.0
google,thirty-days,56,9,merge-intervals,intervals,periph,1.0
google,thirty-days,175,10,sql,sql,trivial,1.0
google,thirty-days,1929,11,trivial,trivial,trivial,1.0
google,thirty-days,875,12,binary-search,binary-search,periph,1.0
google,thirty-days,128,13,hashing,hashing,periph,1.0
google,thirty-days,5,14,string-other,string,periph,1.0
google,thirty-days,88,15,two-pointers,two-pointers,periph,1.0
google,thirty-days,347,16,heap-topk,heap-select,periph,1.0
google,thirty-days,2667,17,trivial,trivial,trivial,1.0
google,thirty-days,26,18,two-pointers,two-pointers,periph,1.0
google,thirty-days,1148,19,sql,sql,trivial,1.0
google,thirty-days,1757,20,sql,sql,trivial,1.0
google,thirty-days,21,21,linked-list,linked-list,periph,1.0
google,thirty-days,12,22,string-other,string,periph,1.0
google,thirty-days,204,23,number-theory,math-bit,periph,1.0
google,thirty-days,287,24,fast-slow,two-pointers,periph,1.0
google,thirty-days,344,25,two-pointers,two-pointers,periph,1.0
google,thirty-days,485,26,sliding-window,sliding-window,periph,1.0
google,thirty-days,1768,27,string-other,string,periph,1.0
google,thirty-days,33,28,binary-search,binary-search,periph,1.0
google,thirty-days,54,29,matrix-sim,matrix-sim,periph,1.0
google,thirty-days,295,30,heap-topk,heap-select,periph,1.0
google,thirty-days,146,31,design,design,periph,1.0
google,thirty-days,496,32,monotonic-stack,stack,periph,1.0
google,thirty-days,217,33,hashing,hashing,periph,1.0
google,thirty-days,215,34,heap-topk,heap-select,periph,1.0
google,thirty-days,1944,35,monotonic-stack,stack,periph,1.0
google,thirty-days,61,36,linked-list,linked-list,periph,1.0
google,thirty-days,7,37,math-bit,math-bit,periph,1.0
google,thirty-days,1838,38,sliding-window,sliding-window,periph,1.0
google,thirty-days,1861,39,matrix-sim,matrix-sim,periph,1.0
google,thirty-days,213,40,dp-linear,dp,core,1.0
google,thirty-days,253,41,diff-array,intervals,periph,1.0
google,thirty-days,29,42,math-bit,math-bit,periph,1.0
google,thirty-days,931,43,dp-grid,dp,core,1.0
google,thirty-days,3629,44,bfs,graph-search,core,1.0
google,thirty-days,198,45,dp-linear,dp,core,1.0
google,thirty-days,345,46,two-pointers,two-pointers,periph,1.0
google,thirty-days,1914,47,matrix-sim,matrix-sim,periph,1.0
google,thirty-days,189,48,two-pointers,two-pointers,periph,1.0
google,thirty-days,2553,49,string-other,string,periph,1.0
google,thirty-days,168,50,math-bit,math-bit,periph,1.0
google,thirty-days,202,51,hashing,hashing,periph,1.0
google,thirty-days,1109,52,diff-array,intervals,periph,1.0
google,thirty-days,1004,53,sliding-window,sliding-window,periph,1.0
